primary,keywords,snippet,station,NationalNetwork,month,date,start_time,end_time,program_title,MarketName
American Indian,American Indian,"… is working with infected cows at least 36 heard that derek hasn't been infected in nine states, even though the virus doesn't transmit easily between humans, health officials are still worried because in at around 50% mortality rate, the potential for genetic mutations ... , new research shows that minority groups are less likely to receive prescription medications for their current medical conditions with the three studies have independently found black and asian adults living with kidney disease, heart failure, diabetes and/or obesity were less likely to be prescribed medications to treat these conditions compared to what adults in addition, american indian alaskan native black and hispanic patients were less likely to receive a diabetes medication that has now become a routinely recommended drug for those with heart failure and/or kitty disease. given its health benefits. if you or a loved one. if any of these conditions, please speak your healthcare provider about all the medication you are currently taking and why they're being prescribed. if you run at any cost issues with these prescriptions speak your local pharmacist or insurance company for further assistance ... half lawmakers to answer the relaxed involvement of one us- based organization, the so- called gain …",KTBY,FOX,May,2024-05-02,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
American Indian,American Indian; Indigenous,"… big fans. their season ticket holders at the target center, and they have just decided to make this the spot to be. so if you weren't down here tonight and you are a timberwolves fan, make sure you mark your calendars. so you make it down here for the next game, because it is certainly a vibe. guys. yes, it's great a backyard party vibe to it with the projector and the box truck used as the screen. that's a great idea. well, what was immaculate vibes? yeah, the vibes are immaculate. the clean vibe. still ahead, a look at one of the minneapolis new electric school busses in action at the community helps the bus, hopes the bus will improve everything from students health to performance and attendance, plus , american indian day on the hill returns to the state capitol. how community members and lawmakers shed light on indigenous peoples histories and legacies. today fox local is how you stream when i was your age, we never had anything like this. what? wifi? wifi that works all over the house, even the basement. the basement. so i can finally throw that party... and invite shannon barnes. dreams do come true. get started with xfinity giginternet for $25 a month when you add mobile. plus,get wifi equipment included. maybe we'll even get married one day. i wonder what i will be doing? probably still living here with mom and dad. fast reliable speeds right where you need them. that's wall-to-wall …",KMSP,FOX,May,2024-05-06,21:00:00,22:00:00,FOX 9 at 9 PM,"Minneapolis, MN"
American Indian,American Indian; Indigenous,"… who brought it forward voted remotely because she is going through her second round of cancer treatments. because of this, she has said it is personal for her. lawmakers are expected to vote tonight on traffic enforcement cameras. the bill would allow cameras in minneapolis, mendota heights and one more city and county yet to be determined. for the first 30 days. it would be just warnings after that, running a red light or speeding 10 to 20 miles an hour over would lead to $40 tickets. enforcement could start in june of 2025. it's been 100 years since we've had citizenship and there are many, many years that were difficult leading up to that and have been difficult. but let me tell you this when we show up, when we show up, it matters. today crowds came together to celebrate american indian day at the capitol during what is american indian month here in minnesota. it comes as the nation prepares to mark the 100th anniversary of the indian citizenship act of 1924, which granted citizenship to native americans born here in the u.s. and today's community wide event acknowledged the historic injustices indigenous people have faced. it also celebrated their many contributions. on top of that, the event spotlighted indigenous leaders lieutenant governor peggy flanagan, a member of the white earth band of ojibwe, saying events like this are crucial for representation, education and change that we need to ensure that our people are seen, heard, valued, protected and believed and that that is how we make progress in minnesota. makoce not just for native people, but for everyone in the state of minnesota and across the country. the 100th anniversary of the indian citizenship act of 1924 will be next month, on june the second, well after the break tonight, hamas has accepted a ceasefire deal, but it appears …",KMSP,FOX,May,2024-05-06,21:00:00,22:00:00,FOX 9 at 9 PM,"Minneapolis, MN"
American Indian,American Indian; Indigenous,"… one another before isaac allegedly shot cargill at least three times. police say the driver of the car... a 17-year-old...took off with isaac inside. the driver faces charges as well... but is currently not being charged as an adult. if convicted, isaac faces up to 40 years in prison. sarah gannon joins us from the weather patio see the screen for your complete weather information. we're taking a break from rain chances across the region as an area of strong high pressure settles in from the west, bringing tranquil, dry weather. expect a mostly sunny sky for the rest of the day with temperatures in the low 70s, within a few degrees of the seasonal average. winds will remain light, from the northeast around the periphery of that high pressure.> a new effort to improve the lives of minnesota's indigenous communities is now underway. today b # the office of american indian health launched under the state's department of health. k-t-t-c's quinn gorham explains why this office is so important to the state's native population. wednesday on the minnesota capitol steps, indigenous community members and health leaders came together for a celebration. 10:46 ""this is a gorgeous day and have something to celebrate. and i'm happy to be here with you all today"" the occasion? the launch of a brand new office within mdh, 05:57 ""we need an office of american indian health because it's incredibly important not just to our community, but to the entire future of the state of mne sota makoce as a whole"" the office of american indian health is a new office, one that will allow the state to invest money and resources directly into the state's indigenous community. 33:48 "" it's rare for states to have an office like this and we're proud to be leading the way here in minnesota."" kris rhodes is the director of the new office, which was officially formed after a law passed last year. as the office and its duties get underway, they're already expanding resources. 33:55 ""our team includes grant funding program planners as well as administrative financial and communications expertise. we will soon be adding additional staff in the areas of policy and data"" but beyond policy and funding, the program will serve as a way to balance out …",KTTC,NBC,May,2024-05-29,22:00:00,22:34:00,KTTC News at Ten,"Rochester, MN"
American Indian,American Indian; Indigenous,"… it will house up to 500 cars for transit riders and is free for everyone to use. the intent is to help reduce vehicle congestion for people heading into downtown by offering trips during the morning, afternoon and evening commutes every 20 to 30 minutes. so the parking right up here is going to really help our transit system. there's currently our park and rides are leased and so we are dependent on that, but having a permanent park and ride here will create that dependability and reliability of our ridership that this will be here for, for their purpose. yeah r-p-t says this new park and ride will result in service changes to other routes. to learn more about those, go to our webstie at k-t-t-c dot com. a new effort to improve the lives of minnesota's indigenous communities is now underway. this morning b # the office of american indian health launched under the state's department of health. station's quinn gorham explains why this office is so important to the state's native population. wednesday on the minnesota capitol steps, indigenous community members and health leaders came together for a celebration. 10:46 ""this is a gorgeous day and have something to celebrate. and i'm happy to be here with you all today"" the occasion? the launch of a brand new office within mdh, 05:57 ""we need an office of american indian health because it's incredibly important not just to our community, but to the entire future of the state of mne sota makoce as a whole"" the office of american indian health is a new office, one that will allow the state to invest money and resources directly into the state's indigenous community. 33:48 "" it's rare for states to have an office like this and we're proud to be leading the way here in minnesota."" kris rhodes is the director of the new office, which was officially formed after a law passed last year. as the office and its duties get underway, they're already expanding resources. 33:55 ""our team includes grant funding program planners as well as administrative financial and communications expertise. we will soon be adding additional staff in the areas of policy and data"" but beyond policy and funding, the program will serve as a way to balance out …",KXLT,FOX,May,2024-05-29,21:00:00,22:00:00,FOX 47 News at 9,"Rochester, MN"
American Indian,Alaska Native; American Indian,"… by accidental drowning are on the rise after decades on the decline. arman rahman breaks down the numbers and what you can do to stay safe. brady -- experts say what is perhaps more shocking than the spike in lives lost to drowning... is the fact that more than half of american adults have never taken a swim lesson. the number one cause of death for kids 1 to 4 years old isn't an illness... but the c-d-c says drowning can be prevented. 01:55 as an emergency physician, i saw firsthand the devastating effects of drowning. families are torn apart and lives are cut short. (02:03) in a new study they found more than 4,500 people died due to drowning each year from 2020 to 2022 -- 500 more per year compared to 20- 19, in all water types. what's not new: the highest drowning rates were among american indian alaska native and black populations. 14:20 it is concerning that there are increases in drowning rates among some of these groups that were already at desperately higher risk for drowning. (14:28) those are also the communities where more adults have never taken swim lessons. the c-d-c says causes include covid-19 closing public pools... and historical factors like racial segregation. so local and federal governments need to do more to make them more accessible. 05:33 swimming lessons can be expensive or unavailable in certain communities, even when swimming lessons are available. people may be hesitant to participate due to complex social and cultural …",WMSN,FOX,May,2024-05-14,21:00:00,22:00:00,FOX 47 News at 9,"Madison, WI"
American Indian,American Indian; Native American,"… not guilty to all charges. minnetonka schools warning about a rise in whooping cough cases. they say it's primarily affecting the high school and minnetonka middle west though there are isolated cases at excelsior elementary and clear springs elementary. the minnesota department of health says there have been 73 cases of pertussis in the state since last thursday. >> robbinsdale area public schools have a new leader. the board of education unanimously voted for dr. terry staloch as the district's next superintendent. she served as superintendent for prior lake savage schools from 2015 to 2022. dr. salo is expected to start july 1st. the minnesota department of health is stepping up efforts to improve health care for native americans in minnesota. public health leaders gathered on the capitol steps to formally launch the office of american indian health. the agency will partner with tribal clinics and urban nonprofits that serve native american families. the office will also encourage traditional healing methods as part of the effort to tackle health disparities. >> but our communities have everything we need to thrive and move forward when we lean on our culture, our language, our land and our people. the new agency will have ten staff members across the state and a budget of $9 million per year. much of that money will go to medical providers as targeted grants. >> coming up with ten students at the school, jacob wetterling once attended come up with an online safety initiative so strong it won an …",KARE,NBC,May,2024-05-29,22:00:00,22:35:00,KARE 11 News at 10,"Minneapolis, MN"
American Indian,Alaska Native; American Indian; Native American; Tribal Health,"… northeast wind will be around 6 mph, becoming light and variable. the chance of precipitation is 80%. for tuesday, anticipate showers becoming light and variable. the chance of precipitation is 80%. will be around 6 mph, becoming light and variable. the chance of precipitation is 80%. for tuesday, anticipate showers with a high near 57 degrees. the north wind will range from 6 to 13 mph, with gusts up to 18 mph. the likelihood of precipitation is 90%. tuesday night could bring showers and thunderstorms with mostly cloudy skies and a low around 42 degrees. the northwest wind will blow at 6 to 10 mph, with gusts up to 15 mph. there's a 50% chance of precipitation. monday night --- health care meets federal law and policy in rapid city. the week-long national tribal health conferenc* resumes tomorrow at the monument. the gathering -- focusing on the health needs of american indian and alaskan native tribes. news-center one scott has more. the national tribal health conference has been taking place for more than four decades and hosts panels, hands-on training, listening sessions and more. william smith known as chief bill is the chairman of the national indian health board. he says health equity and treaty obligations are major topics at the conference. when you talk about equity among the tribes, there's 574 tribes and they all should be treated equally smith notes that equity includes hawaiian natives and polynesians as well as native american and alaskan native tribes. he says the federal government is not currently living up to its obligations to tribal nations, and says funding for indian health services should be a priority. if they give a program to the states what they need to do with a lot of the programs is have american indian and alaska native set- asides for us, for them to pay their fair share, that they should have been paying smith says setting aside funds for indian health services meets a critical need across indian country and says it important to educate government officials on these obligations. if it was supposed to be mandatory in 1975 and we're still talking about it today. it's time to get off the get off the dime and make it mandatory so we're not losing any more of our indian health services, which is so underfunded at this time the conference already has around 1500 attendees registered …",KNBN,NBC,May,2024-05-20,22:00:00,22:35:00,NewsCenter1 at 10,"Rapid City, SD"
American Indian,American Indian,"… during the covid-19 pandemic. with more on our state of addiction, here's abc news em nguyen. the number of americans who died from overdoses nearly quadrupled over a twenty-year period, going from 8 point 2 percent in 2002 to 32 point 6 percent in 2022, according to the c-d-c. but the rate of this increase has drastically slowed with deaths remaining stable between 2021 and 2022. despite the stable rates, the numbers are still striking -- with overdoses killing over 100- thousand adults each year. meanwhile rates for younger adults decreased while rates for older adults over thirty- five increased. american indian and alaska natives have the highest overdose rates while asian americans have the lowest. synthetic opioids remain the number one cause of overdoses. if you or someone you know is experiencing substance use or other mental health crises please call or text 9-8-8. trained crisis counselors are available for free, 24 hours a day, seven days a week. with this medical minute, i'm em nguyen, abc news. this week, the city of jackson is promoting economic business innovation and opportunity, as part of economic development week.. according to city leaders, the goal of this week is to empower the entrepreneurs, …",WAPT,ABC,May,2024-05-06,22:00:00,22:35:00,16 WAPT News at 10 PM,"Jackson, MS"
American Indian,American Indian; Indigenous,"… project will go through august. this project will help lower road maintenence costs and extend the life of the road. tonight-- the superior school board held a meeting to discuss the progress being made in the district. the meeting started with a special session of the board, where newly elected members were recognized following their official oath of office. other focal points of the meeting included the election of officers for 2024-25 year, updates from the principals of the schools and several budget items for the coming school year. the administrative process will continue at their next regular school board meeting which will be on thursday, may 16th. you may have seen that enger tower was lit up red last night, and it will be lit up red again tonight in recognition of missing and murdered indigenous women and relatives. it's the national week of action for missing and murdered indigenous women and relatives. an event today started at duluth city hall followed by a rally and march to the community memorial for chantell moose. relatives and community gathered together to talk about healing, progress, and change. ""yesterday we had our mmiw awareness day and we had a walk and an all day confrence and we had over about 300 people but i think we're just trying to find out solutions we're trying to find people to come in and help us."" you can learn more about the event on our website. and today was american indian day at the state capitol. it commemorates american indian month in minnesota. it's a way to spotlight native leaders and celebrate the contributions indigenous communities have made in our state. 11 federally recognized sovereign tribal nations within minnesota. an exciting moment for the new chief of the mn state patrol. colonel christina bogoyevic (bogo-yay-vic) has been with the agency since 2003. after she was sworn in, her family helped her during the pinning ceremony just hours ago. then she shared these brief remarks. ""we have a lot of work to do, i'm really excited to do it, kkeep emtiononed our fatal rates areup 455 work to do and work to do together and i'm excited to do that thank you for your support the …",WDIO,CBS,May,2024-05-06,22:00:00,22:35:00,WDIO News at Ten,"Duluth, MN"
American Indian,American Indian,"… that earned her a 10 week high profile internship with the corporation of nike. there used to be like mussels and clams out here and we just find them. the bighorn river has a special place in camille jo white clase heart actually grew up here. riding horses checking on the animals as my grandpa. it's also where her great grandmother helped her find. love for art. she actually would just sit and draws me when i was a little girl. decades later. this was a portrait. i did. camille joe is still drawing this time at the institute of american indian arts in santa fe, new mexico. i'm doing a studio with an emphasis in silversmith. >> and jewelry, metalwork. i have a minor in performance at the candy. jo doesn't limit herself to those mediums actually made out of peers. sterling silver reduce air graphs. so like printmaking screen printing. >> i do digital our 3 d modeling. i do. ledger are drawing her inspiration from the people in places she loves my strong identity with. >> being up solid guy or being crow my family, something you can really see in her art. they do poetry as well and …",KTVQ,CBS,May,2024-05-30,22:00:00,22:35:00,10:00 News,"Billings, MT"
American Indian,Alaska Native; American Indian,"… starts last year we treated over 580,000 acres ... . we also treated over 2400 ... miles of ditches ... with all those efforts ... , we still ... cannot reduce the risk of mosquito larva viruses and parasites to the public the united states faces and major over death afghanistan has killed millions. there is some good news on when report gas are decreasing since their peak . the number of americans who died from overdoses nearly quadrupled over a 20 year period, going from 8.2% in 2002 to 32.6% in 2022. according to the cdc at the rate of this increase has drastically slowed with gas remaining stable between 2021 and 2022. despite the stable rates. the numbers are still striking with overdoses killing over 100,000 adults each year. meanwhile rates for younger adults and decreased low rates for older adults over 35 increase ... american indian and alaska native had the highest overdose rates while asian americans have the lowest synthetic opioids with the number one constant overdoses ... . if you or someone you know is experiencing substance use or other mental health crises ... . please call or text 98 trained crisis counselors are available for free 24 hours a day seven days a week ... . this medical minute i am abc news is that the french affect related data in the us have gone back down to pre- level. the centers for disease control said gas for delivering moms over the last year have in …",KTBY,FOX,May,2024-05-06,21:00:00,22:00:00,FOX 4 News at 9,"Anchorage, AK"
American Indian,American Indian; Native American,"… dinner - because pizza is included with admission. with redwood news im tucker caraway friday nights at the redwood discovery museum start at five-30 and lasts until eight. but you need to drop off the kids by six p-m. the price? 17- dollars per child for museum members, and 20- dollars admission per child for non- members. students from humboldt county showed off their historical projects during california state history day in sacramento. out of the 81 projects selected from the county, two students were recognized for their projects. diego stengl was a finalist and won the special award for american indian history for his documentary ""dam it."" adeline pierce was also a finalist, receiving a special award for environmental history... for her project .old growth, new legislation: how the protection of a bird impacted an entire region/. congratulations to our county's finalists and all the local students who competed at the state level! two feather's native american family services is accepting applications for youth ambassadors. native youth ambassadors will preferably be juniors or seniors in high school, ""work permit eligible"", interested in learning leadership and employment skills and able to commit to a 1- year program. the youth ambassador program focuses on building up the next generation of native community leaders through 1 on 1 support, cultural engagement, work experience and community service. to submit an application, you can pick one up from the mckinleyville office at 1560 betty court, mckinleyville. or go to two feathers dash nafs dot org slash referrals applications are due by may …",KIEM,NBC,May,2024-05-09,23:00:00,23:35:00,Redwood News @ 11,"Eureka, CA"
American Indian,American Indian,"… it doesn't stretch the police and the fire. you know, the more we spread out, it hurts the budget of the city and the county because they just have more land to cover. without extra resources. >> the fundraising deadline on a conservation easement is rapidly approaching with $600,000 to go. we've got an even minor miracle here for more information on how to donate. visit our website in great falls. ryan gamboa mtn news. >> i'm alina haute >> from montana's news leader, you're watching the mtn. 10 o'clock news. a crow agency students studying at the institute of american indian art. just got word. >> of an exciting internship, opportunity and teens. alina hauter explains. >> as an artist, 24 year-old candy jo white clay takes inspiration from her crow culture and places like this where she grew up on the reservation. it's that uniqueness that's under a 10 week high profile internship with the corporation of nike. there used to be like mussels and clams out here and we just find the bighorn river has a special place in camille. jo white clase heart actually grew up here. riding horses checking on the animals as my grandpa. it's also …",KXLH,CBS,May,2024-05-30,22:00:00,22:35:00,KXLH News at 10pm,"Helena, MT"
American Indian,American Indian,"… uniqueness that's under a 10 week high profile internship with the corporation of nike. there used to be like mussels and clams out here and we just find the bighorn river has a special place in camille. jo white clase heart actually grew up here. riding horses checking on the animals as my grandpa. it's also where her great grandmother helped her find love for art. she actually would just sit and draws me when i was a little girl. decades later, this was a self portrait. i did. camille joe is still drawing this time at the institute of american indian arts in santa fe, new mexico. i'm doing a b f a a >> studio are with an emphasis. and so we're smith. and jewelry, metalwork. i have minor and performance at the candy. jo doesn't limit herself to those mediums actually made out of peers. sterling silver. i do say graphs. so like printmaking screen printing >> i do digital our 3 d model. e i du ledger are drawing her inspiration from the people in places she loves my strong identity with. >> being up solid guy are being crow. my family, something you can really see in …",KXLH,CBS,May,2024-05-30,22:00:00,22:35:00,KXLH News at 10pm,"Helena, MT"
American Indian,American Indian,"… it's that uniqueness that's under a 10 week high profile internship with the corporation of nike. there used to be like mussels and clams out here and we just find the bighorn river has a special place in camille. jo white clase heart actually grew up here. riding horses checking on the animals as my grandpa. it's also where her great grandmother helped her find love for art. she actually would just sit and draws me when i was a little girl. decades later, was a portrait. i did. camille joe is still drawing this time at the institute of american indian arts in santa fe, new mexico. i'm doing a b f a a >> studio with an emphasis. and so we're smith. jewelry, metalwork. i have minor and performance. but candy jo doesn't limit herself to those mediums actually made out of peers. sterling silver. i do graphs. so like printmaking screen printing >> i do digital 3 d modeling. i do. ledger are drawing her inspiration from the people in places she loves my strong identity with. >> being up solid guy are being crow. my family, something you can really see in her art. they do poetry as …",KTVH,NBC,May,2024-05-30,22:00:00,22:35:00,KTVH/KTGF News at 10PM,"Helena, MT"
American Indian,Alaska Native; American Indian; Indigenous,"… to like keep us from feeling like we can speak out as like people with pro-palestine perspectives. but i do think, like i said, that today is a step in the right direction and hopefully that fence will come down very soon. >> the students letter once again also calls on tulane to cut all links with israel. they blame israel for the palestinian deaths in gaza after israel took military action to go after the hamas militants in gaza that attacked israel in october, the university says it's reviewing the letter. >> this sunday is national missing and murdered indigenous peoples awareness day. it's an issue that the biden administration says goes back centuries. >> as josh rultenberg reports, congress is also working to address the problem. >> this week, the senate committee on indian affairs heard testimony from tribal leaders and law enforcement officials about the issues of missing indigenous women and the lack of resources needed to properly investigate their disappearances. >> tribal nation governments are the only sovereigns in this country that cannot fully prosecute and imprison all of the criminals, jeopardizing safety in our own territories. according to the national crime information center, in 2016, there were nearly 6000 missing american indian and alaska native women and girls. >> however, less than 2% of the cases were logged into the national database. the bureau of indian affairs says the lack of accurate data is one reason why these problems have persisted. >> when you don't have precise information, you're just shooting in the dark, so to speak, when you're trying to craft solutions, the other has to do with failing to retain and recruit good police to solve the crimes. >> assistant secretary bryan newland says that is due to tougher living conditions. low pay and too much red tape in the hiring process. >> …",WVUE,FOX,May,2024-05-03,21:00:00,22:00:00,FOX 8 News at 9pm,"New Orleans, LA"
American Indian,Alaska Native; American Indian; Indigenous,"on your news tonight.... the secret to a long life given to us by a person who is about to hit 100 years old... plus... tips on what to watch out for when it comes to phone scams... and... as tribal nations continue to deal with a crisis concerning missing and murdered indigenous women. we'll tell you what congress is doing to try and help. those details and more first on black hills fox news at 9... good evening i'm humberto giles- sanchez .... thank you for joining us tonight. today sunday is national missing and murdered indigenous peoples awareness day. the issue is one the biden administration says goes back centuries. it's also something congress is working to address. our national correspondent josh rultenberg reports from washington. ""this week, the senate committee on indian affairs heard testimony from tribal leaders and law enforcement officials about the issues of missing indigenous women and the lack of resources needed to properly investigate their disappearances. :16-:21 sot mark macarro, national congress of american indians from 5/1/24 ""tribal nation governments are the only sovereigns in this country that cannot fully prosecute and imprison all of the criminals jeopardizing safety in our own territories."" according to the national crime information center, in 2016, there were nearly 6,000 missing american indian and alaska native women and girls. however, less than two percent of the cases were logged into the national database. the bureau of indian affairs says the lack of accurate data is one reason why these problems have persisted. :45-:50 sot asst. sec. bryan newland, bureau of indian affairs ""when you don't have precise information, you're just, shooting in the dark, so to speak, when you're trying to craft solutions."" the other has to do with failing to retain and recruit good police to solve the crimes. assistant secretary bryan newland says that is due to tougher living conditions, low pay and too …",KEVN,FOX,May,2024-05-05,21:00:00,22:00:00,KEVN Black Hills FOX News,"Rapid City, SD"
American Indian,Alaska Native; American Indian; Indigenous,"… funeral. we feel that there too stuck that they're unsettled and they don't have a resting place today the clink it high de indian tribes of alaska organized the rally outside the state capitol. the show solidarity and a tribute to missing and murdered indigenous people participants wore red and traditional regalia, carrying signs and photographs of loved ones who were missing or had been murdered. attendees marched from the capitol building to elizabeth fret rich all later and representatives for various mm by the organizations were also there. it was very emotional. you can see the emotions at the crowd in the in them in the faces of everybody that was there and it took all my might. i think until the event was actually over and i was in my car, deny that my emotions up good evening it is national missing and murdered indigenous persons day recognizing alaska native an american indian communities who are suffering from those who have gone missing across the country. i interviewed data for indigenous justice executive director sharlene oct. pick a park about alaskan efforts to bring justice to those murdered or missing yes a data for indigenous justice was founded in 2020 after years of not having data on this issue, which is such a huge part of the issue across the nation. so in 2020, they different just justice form because we were tracking the cases of missing and murdered indigenous women and girls when other state agencies were not in since then, we've been able to track those numbers and then use that for advocacy across the state, showing that it's a real issue that's happening not just berkeley in the past but ongoing and this is a day that the justice department, as well as native tribes and villages across the state and the country recognized the challenges facing these communities in terms of missing and murdered women, children and men cherlin do our native communities suffer a disproportionate number of these crimes. yeah, so thanks to the advocacy …",KATH,NBC,May,2024-05-05,22:00:00,22:30:00,News at 10,"Juneau, AK"
American Indian,Alaska Native; American Indian; Indigenous,"clinic nurses to sharpen their skills. that training-- proving life-saving. but first-- lawmakers looking to address a heartbreaking issue impacting indigenous communities... your ten o'clock news starts now. this sunday is national missing and murdered indigenous peoples awareness day. thanks for joining us i'm cailtin alexander, brock bergey has the night off. the issue is one that biden administration officials say goes back centuries. it also something congress is working to address. k-t-t-c' national correspondent josh rultenberg reports from washington. this week, the senate committee on indian affairs heard testimony from tribal leaders and law enforcement officials about the issues of missing indigenous women and the lack of resources needed to properly investigate their disappearances. (:16-:21 sot mark macarro, national congress of american indians from 5/1/24) ""tribal nation governments are the only sovereigns in this country that cannot fully prosecute and imprison all of the criminals jeopardizing safety in our own territories."" according to the national crime information center, in 2016, there were nearly 6,000 missing american indian and alaska native women and girls. however, less than two percent of the cases were logged into the national database. the bureau of indian affairs says the lack of accurate data is one reason why these problems have persisted. (:45-:50 sot asst. sec. bryan newland, bureau of indian affairs) ""when you don't have precise information, you're just, shooting in the dark, so to speak, when you're trying to craft solutions."" the other has to do with failing to retain and recruit good police to solve the crimes. assistant secretary bryan newland says that is due to tougher living conditions, low pay and too …",KTTC,NBC,May,2024-05-03,22:00:00,22:34:00,KTTC News at Ten,"Rochester, MN"
American Indian,Alaska Native; American Indian,"… 2021, when over 1200 deaths were reported. similar to 2019 pre-pandemic. however, as the president and ceo of march of dimes points out, despite an overall decline in the maternal mortality rate, black women continue to experience greater risk of death during pregnancy or within 42 days of pregnancy, and have a maternal mortality rate nearly three times higher than white women. i think there's been some improvements i think that we still have a ways to go. plus, the latest report card from mod gives the nation a d+ grade. when looking at the collective factors that contribute to the maternal and infant mortality and morbidity, minnesota is slightly better than average with a c plus grade or 9.6% preterm birth rate. but again, the numbers are even more alarming if you are black or hispanic. in fact, the preterm birth rate among babies born to american indian or alaska native mothers is 1.4 times higher than the rate among all other babies. the data still shows the disparities, the differences. so we should work together to solve that. that's a large part of the reason the websters and medica are dedicated to working with march of dimes and helping improve the health of mothers, and thus their babies. like my memory is tainted of giving birth to my daughter, kiara story recalls being repeatedly pressured to have a c-section when she gave birth. the anesthesiologist just, i guess, was just annoyed with me from the start and he says, well, …",KMSP,FOX,May,2024-05-05,21:00:00,22:00:00,FOX 9 at 9 PM,"Minneapolis, MN"
American Indian,American Indian; Indigenous,"… it's rush, rush, rush until it's on the market. then it can sit there for months... and months... and months. sell your house on your schedule. sell as-is to homestead road. . we're now just hours away from the 25th honor flight from minnesota to washington, d.c. it will take off from msp airport at 5 a.m. tomorrow morning. nearly 100 local veterans will be aboard the flight, including one world war two veteran, more than a dozen korean war veterans and close to 70 vietnam veterans in d.c. these servicemen and women will visit several war memorials before being honored at a special banquet. they will then return to a warm welcome home around 1015 tomorrow night. also tomorrow, american indian day on the hill will be held at the minnesota state capitol from 10 to 1. the community wide event will spotlight native leaders, celebrate the contributions of indigenous communities here in minnesota, and spread awareness about the challenges indigenous communities face. it comes during american indian month here in minnesota. after the break, why wait until fall to watch some football? the minnesota myth are back in the twin cities. we take you to their home opener today. coming up. plus it's of such an honor. i, i've never been more more grateful for anything in my life. really well, we've all heard of hot dog eating contests, but how about lettuce eating contest? we take you to the u of m, ere the titl today you got the news. kidney cancer. testicular cancer. colon cancer. breast cancer. we tell you not to worry. but that …",KMSP,FOX,May,2024-05-05,21:00:00,22:00:00,FOX 9 at 9 PM,"Minneapolis, MN"
American Indian,Alaska Native; American Indian; Indigenous,"… of these children for the past 20 years, local law enforcement in the community were invited to the memorial to honor the children and officer peer marcel walter, who lost their lives during the holocaust as well as remember the effects anti-semitism has on the world. >> in the current climate in which we're living with the rise of anti-semitism being so rampant event becomes even more important to event that we're remembering particular, which children, which are good for being jewish, is not something unfortunately, that is fine our students. >> the synagogue also remember the names of those who died on october 7th last year during attacks along the gaza border. well, today is the national day of awareness for missing and murdered indigenous women and girls in rochester. public schools is asking the community to wear red to help raise awareness of the acts of violence against indigenous women. according to the u.s. department of the interior indian affairs, nearly 1200 american indian and alaska native missing persons have entered into the national crime information center throughout the u.s. and approximately 2,700 cases of murder and non negligent homicide offenses have been reported to the federal government's uniform crime reporting program in total. the bia estimates there are over 4,000 missing and murdered cases that have gone unsolved. new tonight, the minnesota twins have their 12 game winning streak snapped today with a 92 loss to the boston red sox. minnesota's 12 consecutive wins served as the second largest such streak in twins. franchise history. trailing only the 15 game stretch carved out by the 1991 …",KIMT,CBS,May,2024-05-05,22:00:00,22:35:00,KIMT News 3 Sunday,"Rochester, MN"
American Indian,Alaska Native; American Indian; Indigenous,"… fellow first responders. joni says it was happy but sad day. it means that everybody is remembering him and, um, just it makes me feel that he's remembered. and it's a lot of memories. good and bad. according to the united. states fire administration, more than 80 firefighters lost their lives last year protecting communities. while many native americans from around siouxland gathered in downtown sioux city to bring awareness to their missing and murdered loved ones, starting at the sioux city police department and ending at the ho-chunk center, folks walked half a mile while holding up clothes, signs, and pictures for missing and murdered indigenous women's awareness day. during the journey, the group stopped at the woodbury county courthouse and listened to people share their stories about family that were either killed or never found. i think for many, many years, like there are issues that pertain to indigenous people that get swept under the rug a lot. it's like kind of like a hush hush. don't talk about it type of thing. it's like it's just it is what it is. and we should not be okay with the idea that any one of our relatives can get killed or go missing one day. and that's just a normal reality for us. according to the national crime information center, there are more than 5700 reports of missing american indian and alaska native women and girls throughout the u.s. in 2016, the iowa national guard hosted the regional best warrior competition party at the johnston town center today in johnston, iowa. it's the first time in seven years the national guard's region for best warrior competition was held in iowa. soldiers demonstrated their fitness, marksmanship, and combat readiness to prove they were the best. then there was the party that had live music, food trucks, yard games and wrapped up with an award ceremony for runners ups and champions. iowa's own sergeant, lucas peterson, was crowned noncommissioned officer champion and will represent iowa …",KCAU,ABC,May,2024-05-05,22:00:00,22:35:00,KCAU9 News at 10,"Sioux City, IA"
