article_id,date,outlet,outlet_type,journalist_id,topic,frame_type,tone,slant,breaking,visuals,length_words,clicks,shares,comments,engagement_index,high_engagement
a_00203,2025-10-25,NPR,public_media,j_05_019,Crime,Conflict,0.879,0.098,0,0,664,144,19,13,3.9149,0
a_00204,2025-11-30,CNN,cable_news,j_06_007,Education,Economic Consequences,0.479,-0.397,0,0,467,221,46,13,4.3842,0
a_00205,2025-10-19,Reuters,wire_service,j_03_007,Politics,Morality,-0.181,-0.328,0,0,692,241,39,11,4.3481,0
a_00206,2025-09-15,Reuters,wire_service,j_03_009,Politics,Responsibility,0.611,0.314,0,1,786,251,32,17,4.3917,0
a_00207,2025-12-11,CNN,cable_news,j_06_020,Climate,Thematic,-0.447,-0.032,1,1,785,971,173,27,5.6538,1
a_00208,2026-01-15,USA Today,legacy_mainstream,j_17_002,Economy,Strategy/Game,0.081,-0.107,0,1,1006,386,69,23,4.8894,0
a_00209,2025-09-15,The New York Times,legacy_mainstream,j_00_028,Immigration,Responsibility,0.268,-0.247,1,1,979,566,90,37,5.251,1
a_00210,2025-12-13,NPR,public_media,j_05_013,Health,Conflict,0.72,-0.797,0,0,707,246,15,11,4.0835,0
a_00211,2025-09-15,The Washington Post,legacy_mainstream,j_01_025,Elections,Conflict,0.204,-0.198,0,1,828,314,30,34,4.6176,0
a_00212,2025-12-03,Vox,digital_explainer,j_11_018,Foreign Policy,Economic Consequences,0.046,-0.438,0,0,812,302,66,20,4.7272,0
a_00213,2025-12-15,NPR,public_media,j_05_027,Technology,Strategy/Game,0.129,0.03,0,1,593,304,27,16,4.4265,0
a_00214,2025-10-17,BuzzFeed News,digital_viral,j_15_023,Education,Human Interest,-0.206,0.199,0,1,484,168,31,11,4.1017,0
a_00215,2025-12-06,Vox,digital_explainer,j_11_004,Economy,Economic Consequences,0.356,-0.106,0,1,758,289,50,26,4.6737,0
a_00216,2025-09-17,BuzzFeed News,digital_viral,j_15_031,Technology,Strategy/Game,1.0,0.049,0,1,497,170,18,13,3.982,0
a_00217,2025-08-14,HuffPost,digital_viral,j_12_013,Economy,Episodic,0.276,-0.574,0,1,406,269,18,14,4.2242,0
a_00218,2025-08-17,MSNBC,cable_news,j_08_014,Foreign Policy,Morality,0.079,-0.152,0,0,401,350,39,28,4.7105,0
a_00219,2025-10-17,USA Today,legacy_mainstream,j_17_036,Foreign Policy,Thematic,-0.289,0.107,0,0,1127,230,64,17,4.5516,0
a_00220,2026-01-04,Politico,digital_politics,j_09_020,Elections,Strategy/Game,0.302,0.361,0,1,715,318,32,13,4.4594,0
a_00221,2025-08-23,New York Post,tabloid,j_18_019,Foreign Policy,Strategy/Game,0.068,0.73,0,1,499,1481,152,95,6.0726,1
a_00222,2025-10-18,The Daily Beast,digital_politics,j_19_017,Elections,Episodic,0.44,-0.623,0,1,603,631,60,63,5.2895,1
a_00223,2025-11-30,Vox,digital_explainer,j_11_012,Economy,Economic Consequences,0.236,-0.347,0,1,976,495,102,49,5.2761,1
a_00224,2025-09-05,Breitbart,partisan_right,j_13_015,Elections,Episodic,0.161,0.464,0,1,917,704,88,47,5.3999,1
a_00225,2025-12-03,NPR,public_media,j_05_008,Climate,Thematic,0.545,-0.157,0,1,777,180,20,19,4.1118,0
a_00226,2025-09-22,The Guardian,international,j_16_008,Crime,Thematic,0.029,-0.297,0,0,671,527,117,24,5.2095,1
a_00227,2025-12-18,Breitbart,partisan_right,j_13_002,Climate,Responsibility,0.064,0.591,0,0,863,732,121,34,5.4508,1
a_00228,2025-11-09,New York Post,tabloid,j_18_003,Health,Episodic,0.292,0.457,0,0,250,299,29,20,4.4812,0
a_00229,2025-11-03,NPR,public_media,j_05_023,Health,Thematic,0.218,-0.475,0,1,1104,206,18,32,4.249,0
a_00230,2025-08-31,BuzzFeed News,digital_viral,j_15_015,Economy,Episodic,0.533,-0.31,0,1,1020,479,97,39,5.2002,1
a_00231,2025-10-20,Politico,digital_politics,j_09_019,Politics,Thematic,0.179,-0.206,0,1,363,252,34,16,4.3999,0
a_00232,2025-12-27,Reuters,wire_service,j_03_023,Technology,Episodic,0.215,-0.09,1,1,532,198,16,32,4.1959,0
a_00233,2025-08-04,Reuters,wire_service,j_03_001,Elections,Morality,0.05,-0.307,1,1,571,437,32,28,4.7635,0
a_00234,2025-12-10,Vox,digital_explainer,j_11_004,Immigration,Strategy/Game,0.575,-0.262,0,1,852,234,21,53,4.4549,0
a_00235,2025-10-25,CNN,cable_news,j_06_008,Technology,Morality,0.321,-0.141,0,1,425,393,34,23,4.6904,0
a_00236,2025-12-03,The Wall Street Journal,legacy_mainstream,j_02_022,Crime,Episodic,0.854,0.003,0,0,876,171,11,8,3.7587,0
a_00237,2025-11-23,MSNBC,cable_news,j_08_008,Crime,Episodic,-0.201,-0.082,1,1,430,580,53,40,5.1218,1
a_00238,2025-10-14,Breitbart,partisan_right,j_13_013,Economy,Thematic,-0.272,0.635,0,0,456,747,73,49,5.3823,1
a_00239,2025-09-23,CNN,cable_news,j_06_030,Foreign Policy,Responsibility,0.497,0.166,0,1,669,238,27,12,4.2509,0
a_00240,2025-11-17,The Daily Beast,digital_politics,j_19_037,Economy,Morality,-0.595,-0.249,0,1,843,459,112,125,5.4511,1
a_00241,2025-08-25,BuzzFeed News,digital_viral,j_15_004,Education,Economic Consequences,0.098,-0.056,0,1,267,221,27,19,4.3001,0
a_00242,2025-11-10,Axios,digital_politics,j_10_002,Education,Strategy/Game,0.418,-0.091,0,0,354,224,29,21,4.3466,0
a_00243,2025-08-17,New York Post,tabloid,j_18_004,Climate,Responsibility,-0.173,0.198,1,0,959,851,138,50,5.6405,1
a_00244,2025-11-21,MSNBC,cable_news,j_08_003,Foreign Policy,Responsibility,0.021,-0.122,1,1,584,965,120,54,5.6768,1
a_00245,2025-11-17,The Wall Street Journal,legacy_mainstream,j_02_004,Health,Strategy/Game,-0.122,0.097,0,0,805,494,77,61,5.2347,1
a_00246,2025-08-15,The New York Times,legacy_mainstream,j_00_011,Elections,Episodic,0.144,-0.12,0,1,858,260,39,8,4.3284,0
a_00247,2025-12-10,New York Post,tabloid,j_18_022,Education,Economic Consequences,-0.198,-0.003,0,1,549,152,21,6,3.8317,0
a_00248,2025-10-11,The Daily Beast,digital_politics,j_19_012,Foreign Policy,Morality,0.095,-0.01,0,1,1169,559,199,37,5.481,1
a_00249,2025-12-15,The Daily Caller,partisan_right,j_14_021,Immigration,Strategy/Game,0.079,0.405,0,1,724,460,86,67,5.2504,1
a_00250,2025-08-08,The Wall Street Journal,legacy_mainstream,j_02_008,Foreign Policy,Episodic,0.169,0.413,0,1,707,270,25,17,4.3566,0
a_00251,2025-09-01,NPR,public_media,j_05_023,Elections,Episodic,0.115,-0.185,1,0,601,269,41,25,4.5721,0
a_00252,2025-10-25,The New York Times,legacy_mainstream,j_00_023,Crime,Episodic,0.862,0.13,1,1,658,390,40,29,4.7787,0
a_00253,2025-09-02,The Washington Post,legacy_mainstream,j_01_027,Foreign Policy,Episodic,0.132,-0.439,0,1,932,683,108,97,5.5884,1
a_00254,2025-09-27,AP News,wire_service,j_04_030,Education,Thematic,-0.047,-0.369,0,0,250,206,17,7,3.9494,0
a_00255,2025-11-23,Vox,digital_explainer,j_11_007,Crime,Responsibility,0.227,-0.404,0,1,897,650,60,70,5.3251,1
a_00256,2025-08-26,The Washington Post,legacy_mainstream,j_01_002,Elections,Economic Consequences,0.073,-0.496,0,1,734,522,80,35,5.1648,1
a_00257,2025-11-26,The Daily Beast,digital_politics,j_19_007,Crime,Responsibility,-0.111,-0.546,0,0,869,371,71,44,5.0038,0
a_00258,2025-08-18,Politico,digital_politics,j_09_011,Climate,Strategy/Game,-0.271,0.205,0,0,1128,292,47,14,4.5431,0
a_00259,2025-08-31,NPR,public_media,j_05_030,Politics,Conflict,0.088,-0.201,0,1,855,370,68,28,4.9018,0
a_00260,2025-11-10,Axios,digital_politics,j_10_014,Economy,Episodic,0.105,-0.07,1,0,829,505,78,36,5.1463,1
a_00261,2025-12-16,BuzzFeed News,digital_viral,j_15_018,Foreign Policy,Responsibility,0.573,-0.147,0,1,458,335,48,15,4.6306,0
a_00262,2025-08-30,CNN,cable_news,j_06_010,Crime,Thematic,-0.286,-0.249,0,1,562,478,54,19,4.8872,0
a_00263,2025-09-21,The New York Times,legacy_mainstream,j_00_005,Crime,Economic Consequences,0.185,0.163,0,1,640,390,70,22,4.8903,0
a_00264,2026-01-08,The Washington Post,legacy_mainstream,j_01_010,Economy,Thematic,-0.51,-0.334,1,1,684,1157,224,92,6.0586,1
a_00265,2026-01-19,USA Today,legacy_mainstream,j_17_013,Technology,Morality,-0.029,-0.381,0,1,728,316,42,16,4.5745,0
a_00266,2025-11-09,The Wall Street Journal,legacy_mainstream,j_02_013,Foreign Policy,Responsibility,0.573,0.399,0,0,896,188,24,12,4.0995,0
a_00267,2025-10-17,HuffPost,digital_viral,j_12_009,Elections,Strategy/Game,0.266,-0.254,0,1,571,266,63,8,4.4807,0
a_00268,2025-09-30,Fox News,cable_news,j_07_009,Politics,Responsibility,0.186,0.86,0,0,871,515,69,32,5.0969,0
a_00269,2025-11-14,BuzzFeed News,digital_viral,j_15_025,Climate,Thematic,0.287,-0.182,1,1,489,662,92,82,5.4919,1
a_00270,2025-11-11,The Washington Post,legacy_mainstream,j_01_007,Crime,Economic Consequences,0.487,0.061,0,0,1042,325,52,34,4.7956,0
a_00271,2025-09-20,USA Today,legacy_mainstream,j_17_031,Climate,Strategy/Game,-0.128,0.221,1,1,691,433,57,31,4.9478,0
a_00272,2025-08-04,Breitbart,partisan_right,j_13_007,Crime,Thematic,0.298,0.52,0,0,761,358,36,30,4.7117,0
a_00273,2025-08-27,MSNBC,cable_news,j_08_004,Crime,Economic Consequences,0.102,-0.486,0,1,267,337,52,17,4.6807,0
a_00274,2026-01-13,AP News,wire_service,j_04_015,Technology,Human Interest,-0.024,0.185,0,0,550,208,28,35,4.3981,0
a_00275,2025-10-12,The Daily Beast,digital_politics,j_19_015,Climate,Morality,0.305,-0.056,0,1,712,255,66,53,4.8318,0
a_00276,2025-10-23,CNN,cable_news,j_06_008,Technology,Strategy/Game,-0.31,-0.453,0,0,438,349,62,28,4.8454,0
a_00277,2025-10-20,Politico,digital_politics,j_09_018,Technology,Thematic,-0.097,-0.232,0,1,794,217,24,59,4.4768,0
a_00278,2025-12-14,Fox News,cable_news,j_07_022,Foreign Policy,Episodic,0.215,-0.284,0,1,970,619,108,33,5.3275,1
a_00279,2025-08-12,AP News,wire_service,j_04_009,Education,Episodic,0.063,0.149,1,0,764,270,41,11,4.4193,0
a_00280,2025-08-15,MSNBC,cable_news,j_08_014,Health,Morality,0.299,-0.365,1,1,477,483,103,25,5.136,1
a_00281,2025-09-17,Reuters,wire_service,j_03_017,Foreign Policy,Strategy/Game,0.493,-0.041,0,1,783,127,14,8,3.6779,0
a_00282,2025-10-24,The New York Times,legacy_mainstream,j_00_003,Foreign Policy,Economic Consequences,0.109,-0.673,0,1,839,809,117,191,5.8312,1
a_00283,2025-11-25,NPR,public_media,j_05_021,Politics,Morality,0.43,-0.475,1,1,722,335,44,22,4.6777,0
a_00284,2025-10-24,The Wall Street Journal,legacy_mainstream,j_02_005,Climate,Economic Consequences,-0.212,0.081,0,1,724,255,35,12,4.3606,0
a_00285,2025-10-16,MSNBC,cable_news,j_08_022,Health,Conflict,-0.146,-0.468,1,1,471,1309,130,62,5.8801,1
a_00286,2026-01-10,USA Today,legacy_mainstream,j_17_002,Education,Episodic,-0.959,-0.021,0,1,825,548,91,72,5.3687,1
a_00287,2025-08-28,Reuters,wire_service,j_03_030,Economy,Episodic,0.029,0.146,1,1,306,382,60,47,4.9815,0
a_00288,2025-11-07,The New York Times,legacy_mainstream,j_00_008,Immigration,Responsibility,-0.046,0.317,0,1,872,511,108,30,5.2134,1
a_00289,2025-11-02,The Wall Street Journal,legacy_mainstream,j_02_025,Economy,Conflict,0.519,0.195,0,0,1153,262,35,8,4.3006,0
a_00290,2025-10-21,Axios,digital_politics,j_10_011,Technology,Conflict,-0.341,0.329,0,0,852,296,35,13,4.4497,0
a_00291,2025-12-18,NPR,public_media,j_05_002,Elections,Conflict,0.356,-0.407,0,0,745,270,48,47,4.7428,0
a_00292,2025-09-16,Politico,digital_politics,j_09_029,Crime,Strategy/Game,0.541,-0.369,1,1,349,659,68,69,5.3661,1
a_00293,2026-01-13,The New York Times,legacy_mainstream,j_00_022,Foreign Policy,Economic Consequences,-0.209,-0.338,1,1,1063,1407,278,108,6.2526,1
a_00294,2025-09-27,CNN,cable_news,j_06_027,Elections,Human Interest,0.273,-0.499,0,0,250,220,43,42,4.5866,0
a_00295,2025-11-03,MSNBC,cable_news,j_08_017,Foreign Policy,Episodic,0.083,-0.296,0,0,900,505,106,100,5.4381,1
a_00296,2025-10-30,MSNBC,cable_news,j_08_017,Politics,Thematic,0.04,-0.495,0,1,662,404,62,29,4.9251,0
a_00297,2025-12-26,Vox,digital_explainer,j_11_018,Foreign Policy,Episodic,0.429,-0.739,0,1,1330,380,43,28,4.7801,0
a_00298,2025-10-15,BuzzFeed News,digital_viral,j_15_023,Politics,Human Interest,0.336,0.384,0,0,369,234,33,13,4.3155,0
a_00299,2025-09-19,Politico,digital_politics,j_09_008,Crime,Responsibility,0.328,-0.084,1,0,765,467,72,30,5.0482,0
a_00300,2025-08-04,The Guardian,international,j_16_018,Foreign Policy,Economic Consequences,-0.044,-0.709,0,1,942,660,73,23,5.1737,1
a_00301,2025-10-02,Axios,digital_politics,j_10_024,Immigration,Episodic,0.063,0.275,0,0,690,221,48,8,4.3083,0
a_00302,2025-12-21,NPR,public_media,j_05_038,Technology,Conflict,0.441,-0.382,0,1,453,340,56,11,4.6258,0
a_00303,2025-08-02,AP News,wire_service,j_04_013,Crime,Strategy/Game,0.194,0.273,0,0,607,187,19,24,4.1607,0
a_00304,2026-01-03,CNN,cable_news,j_06_013,Foreign Policy,Responsibility,0.197,-0.283,0,0,822,289,76,10,4.6177,0
a_00305,2025-11-02,Vox,digital_explainer,j_11_026,Immigration,Episodic,0.084,-0.385,0,1,1221,386,54,76,5.0502,0
a_00306,2025-08-25,AP News,wire_service,j_04_013,Crime,Morality,0.419,0.086,0,0,681,137,13,7,3.6712,0
a_00307,2025-09-22,New York Post,tabloid,j_18_012,Elections,Economic Consequences,-0.053,0.348,0,0,493,389,39,69,4.9394,0
a_00308,2025-11-04,Politico,digital_politics,j_09_013,Economy,Episodic,-0.406,0.242,0,0,569,189,43,12,4.2718,0
a_00309,2025-09-24,USA Today,legacy_mainstream,j_17_007,Politics,Strategy/Game,0.356,-0.072,1,1,734,553,142,19,5.2466,1
a_00310,2025-08-19,Breitbart,partisan_right,j_13_023,Immigration,Morality,0.539,0.782,0,1,885,548,106,77,5.4272,1
a_00311,2025-11-24,CNN,cable_news,j_06_004,Elections,Human Interest,-0.388,0.086,0,0,510,555,119,83,5.4828,1
a_00312,2025-11-25,AP News,wire_service,j_04_005,Economy,Human Interest,0.111,0.05,0,1,916,116,24,5,3.7051,0
a_00313,2025-08-21,The Daily Caller,partisan_right,j_14_016,Economy,Morality,0.425,0.514,1,0,715,624,103,39,5.35,1
a_00314,2025-09-18,CNN,cable_news,j_06_013,Politics,Human Interest,0.229,-0.461,0,0,759,266,40,13,4.4355,0
a_00315,2025-09-12,AP News,wire_service,j_04_018,Foreign Policy,Human Interest,-0.025,0.15,0,0,695,114,19,8,3.7106,0
a_00316,2025-11-23,New York Post,tabloid,j_18_010,Economy,Human Interest,-0.283,0.211,0,1,669,541,95,42,5.2692,1
a_00317,2025-12-05,Politico,digital_politics,j_09_004,Technology,Conflict,0.274,-0.053,0,0,647,343,36,21,4.6218,0
a_00318,2025-12-04,The New York Times,legacy_mainstream,j_00_017,Elections,Thematic,0.224,0.069,0,0,864,253,44,8,4.3501,0
a_00319,2026-01-10,Politico,digital_politics,j_09_006,Politics,Economic Consequences,0.079,-0.307,1,1,975,588,133,33,5.3638,1
a_00320,2025-12-11,Politico,digital_politics,j_09_005,Climate,Economic Consequences,-0.004,0.461,0,1,774,215,27,23,4.3229,0
a_00321,2025-09-25,USA Today,legacy_mainstream,j_17_008,Technology,Economic Consequences,-0.375,-0.056,0,0,636,137,17,9,3.7913,0
a_00322,2025-08-19,The Daily Caller,partisan_right,j_14_013,Foreign Policy,Thematic,0.227,0.629,0,1,828,497,79,31,5.1131,1
a_00323,2025-11-15,Reuters,wire_service,j_03_017,Health,Morality,0.191,-0.099,1,1,588,273,29,13,4.3547,0
a_00324,2026-01-06,Reuters,wire_service,j_03_026,Crime,Human Interest,0.21,-0.417,1,0,588,274,23,15,4.3163,0
a_00325,2026-01-16,HuffPost,digital_viral,j_12_014,Politics,Morality,0.183,-0.235,1,0,598,235,48,35,4.6162,0
a_00326,2025-09-09,The New York Times,legacy_mainstream,j_00_007,Education,Conflict,0.754,-0.166,0,0,562,170,20,7,3.9001,0
a_00327,2025-09-10,CNN,cable_news,j_06_013,Education,Human Interest,-0.337,0.069,0,0,812,485,66,52,5.1486,1
a_00328,2025-08-07,The Wall Street Journal,legacy_mainstream,j_02_017,Politics,Economic Consequences,0.534,0.15,0,1,1258,512,56,39,5.0708,0
a_00329,2025-08-25,The New York Times,legacy_mainstream,j_00_006,Crime,Episodic,0.18,-0.798,0,0,889,238,50,20,4.5267,0
a_00330,2025-11-04,New York Post,tabloid,j_18_007,Elections,Conflict,0.883,-0.185,0,1,530,205,37,11,4.2522,0
a_00331,2025-11-03,The Washington Post,legacy_mainstream,j_01_007,Politics,Morality,0.52,0.363,1,1,926,443,55,28,4.929,0
a_00332,2025-10-04,The New York Times,legacy_mainstream,j_00_004,Health,Episodic,0.012,-0.523,0,0,1079,524,47,39,5.0308,0
a_00333,2025-09-23,New York Post,tabloid,j_18_019,Climate,Episodic,0.598,0.557,0,1,536,284,34,16,4.4595,0
a_00334,2025-12-22,Reuters,wire_service,j_03_026,Health,Responsibility,0.241,-0.234,0,1,486,305,50,27,4.7078,0
a_00335,2025-10-19,The Guardian,international,j_16_002,Economy,Economic Consequences,-0.163,-0.346,0,1,1197,552,80,52,5.2701,1
a_00336,2025-12-18,The New York Times,legacy_mainstream,j_00_013,Crime,Human Interest,0.138,-0.094,0,0,721,235,33,52,4.5839,0
a_00337,2026-01-14,Reuters,wire_service,j_03_017,Economy,Economic Consequences,0.44,-0.205,0,1,968,306,45,26,4.6712,0
a_00338,2025-09-24,The Wall Street Journal,legacy_mainstream,j_02_023,Technology,Strategy/Game,0.277,0.598,1,0,528,534,94,15,5.0618,0
a_00339,2025-09-05,The Daily Caller,partisan_right,j_14_014,Immigration,Human Interest,-0.267,0.569,0,0,713,643,86,85,5.4645,1
a_00340,2026-01-12,HuffPost,digital_viral,j_12_009,Climate,Strategy/Game,0.158,-0.085,0,1,1003,290,46,19,4.5909,0
a_00341,2025-11-18,Politico,digital_politics,j_09_022,Politics,Strategy/Game,0.361,-0.017,0,0,855,113,11,23,3.7492,0
a_00342,2025-09-20,AP News,wire_service,j_04_006,Foreign Policy,Thematic,-0.052,0.165,0,1,702,200,66,31,4.6062,0
a_00343,2025-11-16,The Washington Post,legacy_mainstream,j_01_009,Politics,Human Interest,0.657,0.245,1,0,770,923,113,53,5.633,1
a_00344,2025-10-29,Vox,digital_explainer,j_11_004,Education,Thematic,-0.08,-0.283,0,0,995,384,56,41,4.9371,0
a_00345,2026-01-04,AP News,wire_service,j_04_010,Health,Morality,0.131,0.432,0,1,461,284,47,16,4.5542,0
a_00346,2025-09-14,Vox,digital_explainer,j_11_010,Education,Strategy/Game,0.457,-0.403,0,1,783,249,29,19,4.3802,0
a_00347,2026-01-19,Breitbart,partisan_right,j_13_008,Economy,Strategy/Game,0.04,0.841,1,1,398,1894,257,197,6.497,1
a_00348,2026-01-09,The Guardian,international,j_16_029,Economy,Episodic,0.452,-0.178,0,0,1140,137,19,18,3.9512,0
a_00349,2025-09-01,Politico,digital_politics,j_09_006,Technology,Morality,-0.45,-0.217,0,0,858,196,19,23,4.1759,0
a_00350,2025-08-29,The New York Times,legacy_mainstream,j_00_006,Politics,Episodic,0.064,-0.197,0,0,974,250,39,19,4.4685,0
a_00351,2025-11-01,NPR,public_media,j_05_004,Economy,Human Interest,0.315,-0.198,0,1,592,484,37,124,5.149,1
a_00352,2025-08-08,USA Today,legacy_mainstream,j_17_007,Education,Morality,0.521,-0.263,0,1,1056,527,132,33,5.3069,1
a_00353,2025-09-21,Axios,digital_politics,j_10_010,Foreign Policy,Morality,0.068,0.14,0,0,784,220,39,7,4.2216,0
a_00354,2025-10-15,HuffPost,digital_viral,j_12_014,Politics,Strategy/Game,0.033,-0.163,0,0,481,221,37,8,4.2321,0
a_00355,2026-01-15,Politico,digital_politics,j_09_009,Elections,Responsibility,0.47,0.032,0,1,483,111,8,17,3.5965,0
a_00356,2026-01-19,Reuters,wire_service,j_03_023,Foreign Policy,Conflict,0.213,-0.017,1,0,634,220,23,16,4.2191,0
a_00357,2025-08-27,USA Today,legacy_mainstream,j_17_015,Foreign Policy,Episodic,0.169,-0.073,0,1,718,263,58,21,4.6294,0
a_00358,2026-01-02,BuzzFeed News,digital_viral,j_15_012,Immigration,Episodic,0.463,-0.142,0,1,468,331,192,19,5.0805,0
a_00359,2025-08-16,The Daily Beast,digital_politics,j_19_020,Immigration,Conflict,0.287,-0.165,0,1,884,496,102,29,5.175,1
a_00360,2025-12-08,USA Today,legacy_mainstream,j_17_014,Technology,Thematic,-0.74,-0.211,0,1,712,429,83,21,4.9793,0
a_00361,2025-12-25,NPR,public_media,j_05_031,Immigration,Strategy/Game,-0.19,0.464,1,1,864,847,138,80,5.7307,1
a_00362,2026-01-02,NPR,public_media,j_05_017,Elections,Conflict,0.553,-0.552,0,0,720,159,16,11,3.8845,0
a_00363,2025-09-08,AP News,wire_service,j_04_024,Politics,Morality,-0.309,-0.146,0,1,762,297,57,27,4.7331,0
a_00364,2026-01-02,New York Post,tabloid,j_18_033,Health,Episodic,-0.089,0.074,1,0,846,559,51,49,5.1317,1
a_00365,2025-08-21,Vox,digital_explainer,j_11_023,Politics,Human Interest,-0.368,0.26,0,1,937,522,46,31,4.978,0
a_00366,2025-10-29,Politico,digital_politics,j_09_012,Elections,Thematic,0.642,-0.28,0,1,869,289,25,10,4.2919,0
a_00367,2025-10-21,The Daily Beast,digital_politics,j_19_003,Crime,Morality,1.0,-0.094,1,1,318,302,58,10,4.5597,0
a_00368,2025-09-24,HuffPost,digital_viral,j_12_001,Immigration,Economic Consequences,-0.167,-0.138,0,1,854,591,78,199,5.5623,1
a_00369,2025-08-04,New York Post,tabloid,j_18_015,Foreign Policy,Human Interest,0.177,0.283,0,1,564,254,36,40,4.5966,0
a_00370,2025-12-12,The Daily Beast,digital_politics,j_19_014,Elections,Responsibility,0.012,0.109,0,0,989,192,26,28,4.2936,0
a_00371,2025-09-28,The Washington Post,legacy_mainstream,j_01_011,Politics,Strategy/Game,0.207,0.154,0,0,958,271,25,14,4.3219,0
a_00372,2025-11-23,Fox News,cable_news,j_07_015,Foreign Policy,Thematic,0.541,0.237,1,0,810,340,36,25,4.6508,0
a_00373,2025-10-10,The Daily Caller,partisan_right,j_14_019,Elections,Economic Consequences,0.11,0.599,0,1,791,533,58,26,5.0226,0
a_00374,2025-10-04,The Guardian,international,j_16_026,Politics,Thematic,-0.036,-0.766,0,1,879,569,47,22,4.9613,0
a_00375,2026-01-01,The Wall Street Journal,legacy_mainstream,j_02_005,Education,Responsibility,-0.283,0.225,0,1,977,694,79,38,5.3193,1
a_00376,2025-08-17,CNN,cable_news,j_06_008,Health,Economic Consequences,0.394,-0.298,0,1,413,375,35,54,4.8413,0
a_00377,2025-12-06,Axios,digital_politics,j_10_016,Immigration,Thematic,-1.0,0.003,1,0,890,1119,185,127,6.0487,1
a_00378,2025-12-08,BuzzFeed News,digital_viral,j_15_014,Technology,Human Interest,-0.283,-0.471,0,1,410,545,93,25,5.1659,1
a_00379,2025-10-05,The Wall Street Journal,legacy_mainstream,j_02_035,Economy,Responsibility,0.136,0.301,0,0,943,276,24,18,4.3666,0
a_00380,2025-09-15,HuffPost,digital_viral,j_12_028,Politics,Strategy/Game,0.102,-0.624,0,1,597,559,68,60,5.2564,1
a_00381,2025-08-01,NPR,public_media,j_05_017,Politics,Conflict,0.709,-0.163,0,0,909,185,48,10,4.26,0
a_00382,2026-01-10,AP News,wire_service,j_04_006,Politics,Economic Consequences,0.411,-0.307,1,0,557,443,43,34,4.8942,0
a_00383,2026-01-11,Axios,digital_politics,j_10_008,Immigration,Strategy/Game,-0.224,-0.162,1,1,795,691,109,63,5.5117,1
a_00384,2025-09-11,MSNBC,cable_news,j_08_010,Health,Human Interest,0.478,-0.011,1,0,558,183,26,17,4.1743,0
a_00385,2025-08-06,HuffPost,digital_viral,j_12_022,Economy,Conflict,-0.027,-0.053,0,1,483,186,37,16,4.2735,0
a_00386,2025-08-22,CNN,cable_news,j_06_030,Immigration,Conflict,0.737,0.187,1,0,590,312,47,17,4.6125,0
a_00387,2025-08-12,The Guardian,international,j_16_009,Immigration,Episodic,0.245,0.09,0,0,884,93,11,5,3.3755,0
a_00388,2025-12-22,The Washington Post,legacy_mainstream,j_01_023,Technology,Economic Consequences,-0.301,-0.343,1,0,669,1231,171,52,5.8965,1
a_00389,2026-01-02,USA Today,legacy_mainstream,j_17_009,Elections,Conflict,0.427,0.325,0,0,907,274,38,9,4.368,0
a_00390,2025-08-27,The New York Times,legacy_mainstream,j_00_004,Crime,Responsibility,0.29,-0.616,1,1,549,620,81,43,5.2945,1
a_00391,2025-12-08,The Daily Caller,partisan_right,j_14_004,Foreign Policy,Conflict,0.563,0.737,0,0,1142,322,27,36,4.6107,0
a_00392,2025-09-01,CNN,cable_news,j_06_002,Politics,Strategy/Game,0.024,-0.223,0,0,891,466,97,17,5.0267,0
a_00393,2025-10-03,Fox News,cable_news,j_07_030,Education,Responsibility,-0.07,0.117,0,1,549,267,52,23,4.6222,0
a_00394,2025-11-12,The New York Times,legacy_mainstream,j_00_014,Elections,Strategy/Game,0.169,-0.096,0,1,1141,252,24,28,4.4058,0
a_00395,2025-12-03,The Daily Caller,partisan_right,j_14_014,Foreign Policy,Morality,-0.065,0.786,0,0,364,407,50,12,4.6982,0
a_00396,2025-12-30,Reuters,wire_service,j_03_011,Climate,Episodic,-0.245,0.229,1,0,250,300,38,19,4.5518,0
a_00397,2025-08-08,Breitbart,partisan_right,j_13_007,Climate,Strategy/Game,-0.145,0.704,0,1,598,992,90,168,5.8296,1
a_00398,2025-09-03,The Daily Caller,partisan_right,j_14_006,Health,Morality,0.024,0.583,0,0,322,638,45,62,5.2072,1
a_00399,2025-09-18,The Guardian,international,j_16_017,Immigration,Conflict,0.58,-0.168,0,0,817,263,28,8,4.2376,0
a_00400,2025-09-23,The Daily Caller,partisan_right,j_14_011,Education,Human Interest,-0.114,0.626,0,1,557,656,78,68,5.4015,1
a_00401,2026-01-20,CNN,cable_news,j_06_035,Elections,Economic Consequences,0.842,0.035,0,1,816,316,26,16,4.4348,0
a_00402,2025-12-13,The Daily Caller,partisan_right,j_14_005,Technology,Conflict,-0.513,0.601,1,1,315,1229,177,129,6.0854,1
a_00403,2025-09-25,The Guardian,international,j_16_015,Politics,Human Interest,0.091,-0.089,1,0,1032,232,47,12,4.3999,0
a_00404,2026-01-16,CNN,cable_news,j_06_033,Climate,Economic Consequences,0.052,-0.507,0,1,653,381,69,28,4.9207,0
a_00405,2025-10-26,The Wall Street Journal,legacy_mainstream,j_02_006,Politics,Conflict,0.695,0.167,0,1,1043,219,28,12,4.22,0
a_00406,2025-10-26,USA Today,legacy_mainstream,j_17_011,Economy,Human Interest,0.215,-0.396,0,0,786,237,17,18,4.1921,0
